,Facility Name,Site Address,Facility Type,Last Inspection Date,url,category
4,Circle K,30 Talbot Rd W  Wheatley ON N0P 2P0,Food Store/Food Sales (Convenience/Variety),29-Nov-2023,location.href = '/Facility/Details/87cea5ee-f77d-455e-ac35-006585f25c94' ,Food Premisis
5,Circle K,25 Victoria St  Thamesville ON N0P 2K0,Food Store/Food Sales (Convenience/Variety),24-Aug-2023,location.href = '/Facility/Details/d4c46240-a371-4f08-b936-020f2dc93d5c' ,Food Premisis
6,Circle K,55 McNaughton Ave  Wallaceburg ON N8A 1R7,Food Store/Food Sales (Convenience/Variety),25-Aug-2023,location.href = '/Facility/Details/e239f1ed-8177-4ed7-8bbf-e8c8edde1856' ,Food Premisis
7,CK Smash Burger,20466 Lagoon Rd  Blenheim ON,Mobile Food Premises,18-May-2023,location.href = '/Facility/Details/a4318735-929a-45de-b35f-af4420c04fed' ,Food Premisis
8,Club Lentina's,235 King Street West  Chatham Ontario N7M 1E6,Food Caterer,17-Oct-2023,location.href = '/Facility/Details/ac2be5ac-76b7-4bad-b4fc-26f863956ad3' ,Food Premisis
9,Coco Craft Kitchen,"17552 Lakeshore Rd  Rondeau Park, Morpeth Ontario N0P 1X0",Food Take Out,27-Mar-2024,location.href = '/Facility/Details/3b1dd908-8f78-4803-9faf-421922f7e664' ,Food Premisis
10,Comfort Inn,1100 Richmond St  Chatham-Kent ON N7M 5J5,Restaurant,27-Mar-2024,location.href = '/Facility/Details/5877319f-9da7-47b7-8398-841da76f9bae' ,Food Premisis
11,Community Living Chatham-Kent,101 Stewart  Chatham ON N7M 5L3,Cafeteria,07-Jul-2023,location.href = '/Facility/Details/ab9cad5f-221e-46b9-b789-f7f0b70cb068' ,Food Premisis
12,Community of Christ Camp - Kitchen,830 Towanda Blvd  Blenheim ON N0P 1A0,Recreational Camps-Food,08-Jun-2023,location.href = '/Facility/Details/2089e932-731a-46b8-a355-4d4882f7351b' ,Food Premisis
13,Cone 'N' Shake Shop,564 Queen Street  Chatham ON N7M 2J6,Ice Cream / Yogurt Vendor,15-Aug-2023,location.href = '/Facility/Details/2fded502-b1c7-46f5-bfbf-f11cc348dd61' ,Food Premisis
14,Copper Terrace,91 Tecumseh Road  Chatham ON N7M 1B3,LTC Nursing Home - Food,11-Apr-2024,location.href = '/Facility/Details/7c76a859-e61c-437a-bb5f-064917664aaf' ,Food Premisis
15,Cora Breakfast and Lunch,3-595 St. Clair St.  Chatham Ontario N7L 3L3,Restaurant,22-Mar-2024,location.href = '/Facility/Details/083a9338-64e3-457a-aca6-3aaafa5e8fd8' ,Food Premisis
16,Country Fresh Packers Ltd.,4049 Bonneau Line  Tilbury ON N0P 2L0,Butcher Shop/Retail Licensed Meat Plant,06-Feb-2023,location.href = '/Facility/Details/ec53af53-f5b7-4864-bb05-a86a9302bc85' ,Food Premisis
17,Country Kitchen,415 Richmond Street  Chatham ON N7M 1R1,Restaurant,15-Nov-2023,location.href = '/Facility/Details/608c71c2-0a0a-4b3c-ab14-a594d8017b6c' ,Food Premisis
18,Countryside Restaurant,393 Queen St  Chatham ON N7M 2H8,Restaurant,17-Nov-2023,location.href = '/Facility/Details/f6bc0ab1-90fe-4176-8722-0b991976954c' ,Food Premisis
19,Cozy Corners,1149 Dufferin Ave  Wallaceburg ON N8A 2W2,Restaurant,08-Dec-2023,location.href = '/Facility/Details/5d88213c-8b33-48b0-8ed4-343fc61d4930' ,Food Premisis
20,CP Burger,664 Grand Ave  Chatham ON N7L 1X6,Restaurant,07-Dec-2016,location.href = '/Facility/Details/864bfbd7-20f5-46ec-b54d-df0a72744858' ,Food Premisis
21,CP Burger - Chatham Fuels,664 Grand Ave  Chatham ON N7L 1X6,Food Store/Food Sales (Convenience/Variety),19-Mar-2024,location.href = '/Facility/Details/71e3657f-da1d-486d-b68b-54d750a5ecb7' ,Food Premisis
22,Crave’s Poutinerie,218 Richmond St  Chatham ON N7M 1P4,Restaurant,15-Nov-2023,location.href = '/Facility/Details/ad27358b-29cf-4cfe-beae-42e1ca8cea84' ,Food Premisis
23,Craves Poutinerie,202 Chatham Street S  Blenheim ON N0P 1A0,Restaurant,31-Jan-2024,location.href = '/Facility/Details/3f607b19-d985-428a-9d58-56d3f81b022d' ,Food Premisis
24,Crazy Eight Barn,14226 Talbot Trail  Palmyra ON N0L 1X0,Restaurant,02-May-2023,location.href = '/Facility/Details/d4eb94dd-4c4c-42c5-ba31-c92b3fb654b7' ,Food Premisis
0,Crossroads Cook Shack,25442 St. Clair Rd  Dover Centre ON,Mobile Food Premises,19-Jul-2023,location.href = '/Facility/Details/6206a437-5d90-4125-93f6-fb9abf1636d5' ,Food Premisis
1,Crossroads Pellets and Grilling Supplies,16 Talbot Street West  Blenheim ON N0P 1A0,Prepackaged/Non-Hazardous Food Sales,27-Jul-2023,location.href = '/Facility/Details/54d1b661-8048-4e4f-a73b-5d4879b22021' ,Food Premisis
2,Crow City Coffee,28 William Street S  Chatham ON N7M 4S1,Restaurant,30-Jan-2024,location.href = '/Facility/Details/efe87761-f5e1-4395-a734-6e6ebd1dc221' ,Food Premisis
3,Curbside Eats - Hot Dog Cart,15 Taylor Ave  Chatham ON N7L 2T4,Mobile Food Premises,28-Jun-2023,location.href = '/Facility/Details/ec82c422-6e53-431e-9897-3811a77c36ab' ,Food Premisis
4,D.S. Moffat Hall,27 Canal Street E  Tilbury ON N0P 2L0,Banquet Facility/Public Hall,23-Jun-2022,location.href = '/Facility/Details/6221ee80-c9b6-4d87-8b9d-d0c775ecb996' ,Food Premisis
5,Dairy Queen,407 St. Clair Street  Chatham ON N7L 3K4,Restaurant,25-Mar-2024,location.href = '/Facility/Details/85198f00-bf8b-4eb4-9650-b59d71bf8883' ,Food Premisis
6,Daisy Mart,2-455 Grand Avenue  Chatham ON N7L 1X4,Food Store/Food Sales (Convenience/Variety),29-Jan-2024,location.href = '/Facility/Details/3ceb97d6-d173-4281-bdd3-50bdbb8de755' ,Food Premisis
7,Dana's Kitchen,221 Talbot St W  Blenheim ON N0P 1A0,Restaurant,31-Jan-2024,location.href = '/Facility/Details/4a0522ef-eed3-4b1f-8485-4d7868725297' ,Food Premisis
8,Darlin' Picnic Co.,26119 Baldoon Rd  Dover Centre Ontario N0P 1L0,Food Caterer,20-Sep-2021,location.href = '/Facility/Details/4796206d-1243-4592-9b01-802ca0aedd9c' ,Food Premisis
9,Deer Run Golf Club,19605 Bloomfield Road  Blenheim ON N0P 1A0,Restaurant,06-Dec-2023,location.href = '/Facility/Details/3e313ed9-c8a1-44d5-a431-f4bb3841d8ae' ,Food Premisis
10,Delhaven Orchards,8182 Talbot Trail  Blenheim ON N0P 1A0,Food Store/Food Sales (Convenience/Variety),13-Oct-2023,location.href = '/Facility/Details/cdef4305-eaac-493d-a1a9-cebd730f742e' ,Food Premisis
11,Diamond Rose Sweet Tooth,390 Metcalfe Ave W  Dresden ON N0P 1M0,Food Processing Plant,12-Apr-2023,location.href = '/Facility/Details/4c233f4d-e244-415e-89cb-f393499adf3d' ,Food Premisis
12,Dip Dip Hooray Gourmet,111 Parkwood Dr  Chatham ON N7M 2B1,Food Processing Plant,11-Sep-2023,location.href = '/Facility/Details/21d55749-ef18-40a1-8157-a406744ad258' ,Food Premisis
13,Dockside Fisheries,913 3rd Concession Line  Wheatley ON N0P 2P0,Food Store/Food Sales (Convenience/Variety),22-Nov-2023,location.href = '/Facility/Details/8f0c7e4b-c667-4f0a-86d1-5043a762f48c' ,Food Premisis
14,Dog Days Barbeque,A2-300 Lacroix St  Chatham ON N7M 6M6,Mobile Food Premises,09-Jun-2023,location.href = '/Facility/Details/4e20d4ff-19aa-467c-af21-d3d04afab029' ,Food Premisis
15,Dog Days Southern BBQ,A2-300 Lacroix St  Chatham ON N7M 6M6,Restaurant,15-Dec-2023,location.href = '/Facility/Details/d788456f-70f5-44b9-ae23-af97a9bb4fa3' ,Food Premisis
16,Dollar Haven & Discount,450 James Street  Wallaceburg Ontario N8A 2N7,Food Store/Food Sales (Convenience/Variety),28-Mar-2024,location.href = '/Facility/Details/41f21c4e-dead-440e-8ba1-8a0e0c3ad60f' ,Food Premisis
17,Dollar Haven & Discount,7 Talbot Street West  Blenheim ON N0P 1A0,Prepackaged/Non-Hazardous Food Sales,14-Mar-2024,location.href = '/Facility/Details/e6c9bbde-4f79-40da-861f-778794ab172a' ,Food Premisis
18,Dollar Haven & Discount,22 Talbot Rd. West  Wheatley ON,Food Store/Food Sales (Convenience/Variety),13-Mar-2024,location.href = '/Facility/Details/46bd79d8-942c-4bed-89db-e4d0cf33ac85' ,Food Premisis
19,Dollar Tree,60 McNaughten Ave  Wallaceburg ON N8A 1R9,Food Store/Food Sales (Convenience/Variety),25-Aug-2023,location.href = '/Facility/Details/d3a5a7be-c42c-4f7d-b104-d616b200436d' ,Food Premisis
20,Dollar Tree,2-448 St. Clair St  Chatham ON N7L 3K5,Food Store/Food Sales (Convenience/Variety),07-Mar-2024,location.href = '/Facility/Details/0da56c04-500a-48ee-b3c3-13670ee536f5' ,Food Premisis
21,Dollarama,5-835 Queen St  Chatham ON N7M 2K5,Food Store/Food Sales (Convenience/Variety),04-Mar-2024,location.href = '/Facility/Details/f3d6a7c8-5d88-4a22-afe6-54e3370f9a6b' ,Food Premisis
22,Dollarama,10 Queen Street South  Tilbury ON N0P 2L0,Food Store/Food Sales (Convenience/Variety),08-Dec-2022,location.href = '/Facility/Details/97d55cc7-09af-44d5-9623-39e8d6b7a72a' ,Food Premisis
23,Dollarama,30 Main St W  Ridgetown ON N0P 2C0,Prepackaged/Non-Hazardous Food Sales,15-Jan-2024,location.href = '/Facility/Details/4b58a11b-1379-44d3-9827-3e3ffe34e876' ,Food Premisis
24,Dollarama,140 Richmond St  Chatham N7M 1N9,Prepackaged/Non-Hazardous Food Sales,05-Oct-2023,location.href = '/Facility/Details/d1fdced7-c367-4c03-8052-33559784e5a3' ,Food Premisis
0,Dollarama,F2-F3-801 St  Clair St Chatham ON N7M 5J7,Prepackaged/Non-Hazardous Food Sales,14-Feb-2024,location.href = '/Facility/Details/822404e4-9074-4afa-bf98-648f97534020' ,Food Premisis
1,Dollarama,100 King St W  Chatham ON N7M 6A9,Food Store/Food Sales (Convenience/Variety),23-Aug-2023,location.href = '/Facility/Details/9b870005-5cb7-4af5-9fd9-a390ee2b6b86' ,Food Premisis
2,Dollarama,603 Grand Ave W  Chatham ON N7L 4C5,Food Store/Food Sales (Convenience/Variety),18-Mar-2024,location.href = '/Facility/Details/5d2745bc-9c47-4f4e-be16-dc4a731fad7d' ,Food Premisis
3,Dollarama,65 McNaughten Ave  Wallaceburg ON N8A 1R7,Food Store/Food Sales (Convenience/Variety),23-Aug-2023,location.href = '/Facility/Details/78b981ba-01a8-49a8-86db-ef2a008934e4' ,Food Premisis
4,Domino's Pizza,109A-60 McNaughton Avenue  Wallaceburg Ontario N8A 1R9,Food Take Out,28-Mar-2024,location.href = '/Facility/Details/4e8b6f21-0750-4d78-badd-e633f6d4f861' ,Food Premisis
5,Domino's Pizza,4-122 Richmond Street  Chatham ON N7M 1N9,Food Take Out,14-Feb-2024,location.href = '/Facility/Details/b1ebcfc2-c89a-4ed6-9e72-a369084d17b1' ,Food Premisis
6,Domino's Pizza,3-254 Talbot Street  Blenheim ON N0P 1A0,Food Take Out,22-Jan-2024,location.href = '/Facility/Details/1a5ba689-5185-4bde-89b9-acfe864bba82' ,Food Premisis
7,Dover Rod & Gun Club,5806 Heron Line  Grande Pointe Ontario N0P 1S0,Banquet Facility/Public Hall,29-Feb-2024,location.href = '/Facility/Details/526ab79c-d524-4211-8315-17e68c04b28a' ,Food Premisis
8,Dragon Chinese Food,170 McNaughton Ave W  Chatham ON N7L 1R4,Food Take Out,12-Apr-2024,location.href = '/Facility/Details/a4bc2be0-0637-46b5-aa6f-8e8dc879a4fc' ,Food Premisis
9,Dresden Area Central School,941 North St  Dresden ON N0P 1M0,School Nourishment Program,15-Feb-2019,location.href = '/Facility/Details/3300dc07-f58a-4ef1-b9e4-9b618a1c63d5' ,Food Premisis
10,Dresden Best Start - Food,941 North Street  Dresden ON N0P 1M0,Child Care - Food,05-Dec-2023,location.href = '/Facility/Details/d57e001d-10c5-4a89-98fc-87e59e6436e0' ,Food Premisis
11,Dresden Community Church,29043 Community Road  Dresden ON N0P 1M0,Food Bank/Donated Food,16-Nov-2023,location.href = '/Facility/Details/256e5253-07db-4a7c-904d-1dee5fbc48de' ,Food Premisis
12,Dresden Meat Packers,10210 McCreary Line  Dresden ON N0P 1M0,Butcher Shop/Retail Licensed Meat Plant,10-Oct-2023,location.href = '/Facility/Details/14eda1fd-4e19-41f3-bb03-0215998275fc' ,Food Premisis
13,Dresden Raceway Concession and Bar,1244 North St  Dresden ON N0P 1M0,Food Take Out,28-Jul-2023,location.href = '/Facility/Details/fd9862c7-2069-45b8-b64a-a82cce98fca8' ,Food Premisis
14,Dresden Rotary- The Wheelhouse,547 North Street  Dresden ON N0P 1M0,Restaurant,07-Mar-2024,location.href = '/Facility/Details/44cc6b71-c051-47a1-9154-96ef8cab43ac' ,Food Premisis
15,Dresden Sportsmen's Club,11685 Sportsmen Line  Dresden ON N0P 1M0,Banquet Facility/Public Hall,26-Oct-2023,location.href = '/Facility/Details/8901c97a-b91d-41b6-8f3c-dc424e272073' ,Food Premisis
16,Dresden Track Kitchen,1244 North Street  Dresden ON N0P 1M0,Restaurant,19-Dec-2023,location.href = '/Facility/Details/8c2ace4e-cb89-4890-bbd5-0c0278223b5a' ,Food Premisis
17,Duart Community Hall,15321 Thomson Line Duart  ON N0L 1H0,Banquet Facility/Public Hall,26-Jan-2023,location.href = '/Facility/Details/d6914faf-15fb-4acd-9301-f9f0cf76ba58' ,Food Premisis
18,East Gate Asian Cuisine,634 Grand Ave  Chatham ON N7L 1X6,Restaurant,14-Apr-2023,location.href = '/Facility/Details/4f09a1a0-c5ba-44fc-9f31-c590c78a27b2' ,Food Premisis
19,Eau Buoy Variety,1005 Vidler Road  Erieau ON N0P 1N0,Food Store/Food Sales (Convenience/Variety),27-Mar-2024,location.href = '/Facility/Details/e08f29bc-4e28-4c21-9a15-9982d9c97455' ,Food Premisis
20,Eau Buoys Grill,1005 Vidler Ave  Erieau ON N0P 1N0,Restaurant,05-Apr-2024,location.href = '/Facility/Details/5f7b7513-5f86-45af-84f4-c6c785039272' ,Food Premisis
21,Eben-Ezer Christian School,2485 McNaughton Ave E  Chatham ON N7L 2H2,Commercial Kitchen/Commissary,04-Apr-2024,location.href = '/Facility/Details/e7c71777-92cd-489f-ad24-725a91136b98' ,Food Premisis
22,Ecole Sainte-Catherine,24162 Winter Line Rd  Pain Court ON N0P 1Z0,School Nourishment Program,12-Apr-2019,location.href = '/Facility/Details/3510f79f-c351-4e2b-8934-d40545f6a1f4' ,Food Premisis
23,Ecole Sainte-Marie,90 Dale Drive  Chatham ON N7L 0B2,School Nourishment Program,31-May-2019,location.href = '/Facility/Details/aa0b98a6-212b-4a85-b184-218dac93d273' ,Food Premisis
24,Ecole Saint-Francis,11 St. Clair St  Tilbury ON N0P 2L0,School Nourishment Program,10-May-2019,location.href = '/Facility/Details/f431b6d3-d7cb-4a43-a152-8d3a1fffe462' ,Food Premisis
0,Ecole Saint-Philippe,7195 St. Philippes Line  Grande Pointe ON N0P 1S0,School Nourishment Program,17-Apr-2019,location.href = '/Facility/Details/7fced900-42ad-4ab9-aee1-294f83580cd6' ,Food Premisis
1,Ecole Secondaire de Pain Court,14 Rue Notre Dame  Pain Court ON N0P 1Z0,School Nourishment Program,12-Apr-2019,location.href = '/Facility/Details/1c718f04-3b90-491a-96ba-12146f9cbf93' ,Food Premisis
2,Ecole Secondaire de Pain Court-cafeteria,14 Notre Dame St  Pain Court ON N0P 1Z0,Cafeteria,21-Oct-2020,location.href = '/Facility/Details/a014f9cb-5e90-4696-a761-b00025187ade' ,Food Premisis
3,Eden Villa Retirement Home,190 Stanley Avenue  Chatham ON N7M 3J9,LTC Retirement Home - Food,20-Dec-2023,location.href = '/Facility/Details/0d1de292-bb6b-407b-890f-0ea891c0be8a' ,Food Premisis
4,El Guapo Taco,104-330 Richmond St  Chatham ON N7M 1P7,Mobile Food Premises,02-Aug-2023,location.href = '/Facility/Details/07923f4e-b660-40e3-b946-8f91a6aa3ed6' ,Food Premisis
5,Elephant's Nest Pub & Grub,149 King Street W  Chatham ON N7M 1E4,Cocktail Bar/Beverage Room,27-Mar-2024,location.href = '/Facility/Details/18324923-e9a5-4470-a691-b765a780d985' ,Food Premisis
6,Eli's Trackside Restaurant,177 Queen Street  Chatham ON N7M 2G9,Restaurant,15-Nov-2023,location.href = '/Facility/Details/f55b1fc5-0b37-4bcf-ac80-d6df564bdf04' ,Food Premisis
7,Elle Craft House Chocolate,10 Ellwood Ave  Chatham ON N7M 3K3,Bakery,22-Feb-2024,location.href = '/Facility/Details/5e175732-aa23-4ee0-9fe4-b2057e325698' ,Food Premisis
8,Emmanual Baptist Church,100 McNaughton Ave W  Chatham ON N7L 1R3,Banquet Facility/Public Hall,27-Nov-2023,location.href = '/Facility/Details/e82278a0-27a8-4b26-9705-13c858c9c1b3' ,Food Premisis
9,Enchanted Luxury Picnics,836 Grand Avenue East  Chatham ON N7M 0P8,Prepackaged/Non-Hazardous Food Sales,03-May-2023,location.href = '/Facility/Details/1f398627-c418-4bdc-be0f-88e5bd980b10' ,Food Premisis
10,Erie Cafe & Variety,6 Erie Street SO  Merlin ON N0P 1W0,Restaurant,03-Aug-2023,location.href = '/Facility/Details/1858c704-df7f-4f8e-875c-ecc592e1e451' ,Food Premisis
11,Erie Street United Church,7 Erie Street North  Ridgetown ON N0P 2C0,Banquet Facility/Public Hall,24-Jan-2024,location.href = '/Facility/Details/c6bd7a75-7469-4ed5-83b0-1067eba4c761' ,Food Premisis
12,Erie View Ice Cream,1565 Mariners Road  Erieau ON N0P 1N0,Food Take Out,30-Jun-2023,location.href = '/Facility/Details/b14c76fc-f936-44b9-9aa0-d5f40ee1351d' ,Food Premisis
13,Erieau Recreational Centre,780 Ross Lane  Erieau ON,Banquet Facility,24-Apr-2018,location.href = '/Facility/Details/6d3086b8-b3e7-495c-92cd-c251b677fe17' ,Food Premisis
14,Esso,21055 Charing Cross Road  Charing Cross ON N0P 1G0,Food Store/Food Sales (Convenience/Variety),21-Nov-2023,location.href = '/Facility/Details/bd0432e5-f947-41d9-b397-85fa0d08aaf5' ,Food Premisis
15,Esso - Convenience Store,324 Grand Ave East  Chatham ON N7L 1W6,Food Store/Food Sales (Convenience/Variety),13-Feb-2024,location.href = '/Facility/Details/c64586a9-cb5e-4317-bc94-52d760af4cc3' ,Food Premisis
16,Esso - Convenience Store,71 Mill St W  Tilbury,Food Store/Food Sales (Convenience/Variety),30-May-2023,location.href = '/Facility/Details/7ba0642e-59b5-4a37-bb45-f1c8fbe732db' ,Food Premisis
17,Esso Gas Station,404 St. Clair St  Chatham ON N7M 5K8,Food Store/Food Sales (Convenience/Variety),12-Mar-2024,location.href = '/Facility/Details/5ce08b95-1a82-441c-b473-7852a080e5ae' ,Food Premisis
18,European Savouries Pastizzi,434 St. George St. S  Dresden ON N0P 1M0,Food Take Out,14-Dec-2023,location.href = '/Facility/Details/86ee78a3-817d-4571-91dc-f940c68b46e0' ,Food Premisis
19,Evangel Community Church,76 Sandys St  Chatham ON N7L 4Y5,Banquet Facility/Public Hall,27-Nov-2023,location.href = '/Facility/Details/7556722d-9f0f-49ae-bd15-6869cdfd4a6c' ,Food Premisis
20,Evans Wholesale,75 Borrowman Street  Chatham ON N7M 5J5,Food Depot/wholesale,26-Jan-2024,location.href = '/Facility/Details/624cb0ae-c246-43e7-978d-81fc6306c2fb' ,Food Premisis
21,Everest Convention Centre,250 National Road  Chatham ON N7M 5J5,Banquet Facility/Public Hall,27-Mar-2024,location.href = '/Facility/Details/8b6a8f52-0c9c-4730-ac73-6f54bc1b4272' ,Food Premisis
22,Fairfield Park,1934 Dufferin Avenue  Wallaceburg ON N8A 4M2,LTC Nursing Home - Food,04-Dec-2023,location.href = '/Facility/Details/0798f142-f8c8-4608-90fb-742954c8c235' ,Food Premisis
23,Family Service Kent - CHAP Program,50 Adelaide St S  Chatham ON N7M 6K7,Food Depot/wholesale,31-Oct-2023,location.href = '/Facility/Details/a6fb24b1-72e4-481d-b8c8-1efeb439d82a' ,Food Premisis
24,Fast & Fresh Deli and Poutinery,73 London Road  Thamesville ON N0P 2K0,Restaurant,21-Nov-2023,location.href = '/Facility/Details/0e5250e5-c4ec-47ef-a5eb-ec9735cecbfd' ,Food Premisis
0,Faubert Catering,21052 Pier Road  Wheatley ON N0P 2P0,Mobile Food Premises,29-Jul-2022,location.href = '/Facility/Details/7816d0ee-a0f6-4f44-8594-ff82479b719d' ,Food Premisis
1,Feta Pita,122 Richmond St  Chatham ON N7M 1N9,Restaurant,08-Jan-2024,location.href = '/Facility/Details/7acaacc1-bfb2-457f-b001-c01309310e5e' ,Food Premisis
2,Firehouse Subs,D4-617-635 Grand Avenue West  Chatham ON N7L 1C5,Restaurant,18-Jan-2024,location.href = '/Facility/Details/60a98d17-be7a-4569-a107-eb76f63cd790' ,Food Premisis
3,First Baptist Church,99 Thomas Street  Wallaceburg ON N8A 5C8,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,17-Nov-2023,location.href = '/Facility/Details/66fd0522-d8de-4e18-b4f1-3e813ceb3a4c' ,Food Premisis
4,First Presbyterian Church,60 Fifth St  Chatham ON N7M 4V7,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,13-Feb-2024,location.href = '/Facility/Details/b1f8d517-a3b9-4ca8-8e8f-2eade5cf6886' ,Food Premisis
5,First Reformed Church,632 Lacroix Street  Chatham ON N7M 2X4,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,26-Apr-2023,location.href = '/Facility/Details/e6e2d45c-0f69-4a87-a27f-d5112ae146d9' ,Food Premisis
6,Flame and Frostbite,4 Erie Street N  Merlin ON N0P 1W0,Food Take Out,30-Jun-2023,location.href = '/Facility/Details/eddbd723-2844-4070-b363-14cbf25ac706' ,Food Premisis
7,Flapjacks,1-161 Richmond Street  Chatham ON N7M 1P1,Restaurant,04-Jan-2024,location.href = '/Facility/Details/f0a9cc4e-fa53-42f7-92d6-f5360486da88' ,Food Premisis
8,Flapjacks Lunch Shack,25 McFarlane St  Chatham ON N7L 2K3,Restaurant,21-Dec-2023,location.href = '/Facility/Details/2d7ced04-6d7a-45b7-af92-8985cb524958' ,Food Premisis
9,Food Basics,286 Chatham St N  Blenheim ON N0P 1A0,Supermarket,29-May-2023,location.href = '/Facility/Details/e9ce5998-2398-42b0-9184-0dc5a2936eb2' ,Food Premisis
10,Food Basics,448 St. Clair Street  Chatham ON N7L 3K5,Supermarket,15-Nov-2023,location.href = '/Facility/Details/bb965721-63de-4804-87d4-0de4f7f6cc3a' ,Food Premisis
11,Foodland,15 Queen Street S  Tilbury ON N0P 2L0,Supermarket,21-Dec-2023,location.href = '/Facility/Details/cf9ead8f-e884-42f6-a9dc-4b0c0e598310' ,Food Premisis
12,Foodland,245 Main St N  Bothwell ON N0P 1C0,Supermarket,30-Nov-2023,location.href = '/Facility/Details/2a2ea774-bb4e-426b-a45a-a116f6987efe' ,Food Premisis
13,Foodland,32 Main Street E  Ridgetown ON N0P 2C0,Supermarket,05-Mar-2024,location.href = '/Facility/Details/b244592a-c2cd-44bd-84af-79dfcab42946' ,Food Premisis
14,Foodland,256 St George Street S  Dresden ON N0P 1M0,Supermarket,06-Feb-2024,location.href = '/Facility/Details/81e9c54b-aa44-4c11-9cda-f48a3f73d745' ,Food Premisis
15,Forte Resto Lounge,216 King Street West  Chatham Ontario N7M 1E5,Restaurant,18-Mar-2024,location.href = '/Facility/Details/b7517184-00e5-41e5-b651-e218500de655' ,Food Premisis
16,Fortress Tavern X,429 Grand Ave E  Chatham-Kent ON N7L 1X4,Mobile Food Premises,02-May-2023,location.href = '/Facility/Details/ce8acaae-6880-4669-ada3-4ea55a6be962' ,Food Premisis
